,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y
0,194.7826086956522,109.56521739130434,194.7826086956522,120.0,180.8695652173913,120.0,173.91304347826087,125.21739130434784,166.95652173913044,130.43478260869566,201.7391304347826,120.0,215.65217391304347,130.43478260869566,215.65217391304347,135.65217391304347,187.82608695652172,146.08695652173913,187.82608695652172,172.17391304347825,-999.0,-999.0,201.7391304347826,146.08695652173913,201.7391304347826,172.17391304347825,-999.0,-999.0
1,180.8695652173913,120.0,166.95652173913044,120.0,180.8695652173913,99.1304347826087,173.91304347826087,125.21739130434784,166.95652173913044,130.43478260869566,173.91304347826087,135.65217391304347,153.04347826086956,146.08695652173913,139.1304347826087,146.08695652173913,111.30434782608695,93.91304347826087,97.3913043478261,130.43478260869566,62.60869565217392,140.8695652173913,132.17391304347825,130.43478260869566,104.34782608695652,156.52173913043478,55.65217391304348,161.7391304347826
2,97.3913043478261,213.91304347826087,97.3913043478261,213.91304347826087,104.34782608695652,198.2608695652174,173.91304347826087,125.21739130434784,166.95652173913044,130.43478260869566,97.3913043478261,224.34782608695653,153.04347826086956,146.08695652173913,139.1304347826087,146.08695652173913,153.04347826086956,203.4782608695652,180.8695652173913,234.7826086956522,229.56521739130437,224.34782608695653,153.04347826086956,219.1304347826087,180.8695652173913,229.56521739130437,229.56521739130437,224.34782608695653
4,208.69565217391303,120.0,208.69565217391303,120.0,215.65217391304347,125.21739130434784,201.7391304347826,140.8695652173913,180.8695652173913,151.30434782608697,194.7826086956522,109.56521739130434,153.04347826086956,146.08695652173913,139.1304347826087,146.08695652173913,173.91304347826087,135.65217391304347,146.08695652173913,140.8695652173913,111.30434782608695,151.30434782608697,166.95652173913044,120.0,139.1304347826087,130.43478260869566,104.34782608695652,140.8695652173913
6,90.43478260869566,198.2608695652174,111.30434782608695,208.69565217391303,104.34782608695652,224.34782608695653,125.21739130434784,234.7826086956522,180.8695652173913,151.30434782608697,111.30434782608695,198.2608695652174,153.04347826086956,193.0434782608696,139.1304347826087,146.08695652173913,166.95652173913044,224.34782608695653,194.7826086956522,224.34782608695653,222.6086956521739,213.91304347826087,166.95652173913044,203.4782608695652,194.7826086956522,224.34782608695653,222.6086956521739,213.91304347826087
7,104.34782608695652,104.34782608695652,104.34782608695652,104.34782608695652,118.2608695652174,104.34782608695652,132.17391304347825,109.56521739130434,132.17391304347825,104.34782608695652,97.3913043478261,104.34782608695652,83.47826086956522,109.56521739130434,139.1304347826087,146.08695652173913,111.30434782608695,135.65217391304347,111.30434782608695,166.95652173913044,111.30434782608695,198.2608695652174,90.43478260869566,130.43478260869566,83.47826086956522,161.7391304347826,76.52173913043478,193.0434782608696
9,153.04347826086956,125.21739130434784,153.04347826086956,125.21739130434784,139.1304347826087,130.43478260869566,132.17391304347825,156.52173913043478,125.21739130434784,177.3913043478261,166.95652173913044,120.0,180.8695652173913,151.30434782608697,173.91304347826087,172.17391304347825,180.8695652173913,146.08695652173913,208.69565217391303,172.17391304347825,243.4782608695652,177.3913043478261,194.7826086956522,135.65217391304347,222.6086956521739,156.52173913043478,264.3478260869565,156.52173913043478
10,257.39130434782606,146.08695652173913,257.39130434782606,146.08695652173913,271.30434782608694,151.30434782608697,278.2608695652174,166.95652173913044,264.3478260869565,177.3913043478261,250.43478260869568,135.65217391304347,229.56521739130437,146.08695652173913,215.65217391304347,156.52173913043478,250.43478260869568,172.17391304347825,229.56521739130437,203.4782608695652,208.69565217391303,234.7826086956522,229.56521739130437,161.7391304347826,208.69565217391303,187.82608695652172,180.8695652173913,219.1304347826087
13,62.60869565217392,125.21739130434784,69.56521739130434,135.65217391304347,62.60869565217392,140.8695652173913,83.47826086956522,151.30434782608697,111.30434782608695,151.30434782608697,69.56521739130434,130.43478260869566,229.56521739130437,146.08695652173913,215.65217391304347,156.52173913043478,111.30434782608695,140.8695652173913,139.1304347826087,140.8695652173913,187.82608695652172,135.65217391304347,118.2608695652174,130.43478260869566,139.1304347826087,140.8695652173913,187.82608695652172,135.65217391304347
15,125.21739130434784,109.56521739130434,132.17391304347825,120.0,132.17391304347825,125.21739130434784,139.1304347826087,140.8695652173913,146.08695652173913,156.52173913043478,139.1304347826087,109.56521739130434,146.08695652173913,109.56521739130434,139.1304347826087,109.56521739130434,160.0,135.65217391304347,194.7826086956522,151.30434782608697,222.6086956521739,172.17391304347825,173.91304347826087,125.21739130434784,194.7826086956522,135.65217391304347,222.6086956521739,151.30434782608697
