,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y
0,,,132.17391304347825,114.78260869565217,139.1304347826087,114.78260869565217,146.08695652173913,135.65217391304347,153.04347826086956,151.30434782608697,118.26086956521739,114.78260869565217,118.26086956521739,135.65217391304347,118.26086956521739,156.52173913043478,139.1304347826087,156.52173913043478,139.1304347826087,187.82608695652175,132.17391304347825,219.1304347826087,125.21739130434783,156.52173913043478,132.17391304347825,187.82608695652175,132.17391304347825,219.1304347826087,,,,,139.1304347826087,93.91304347826087,125.21739130434783,93.91304347826087
1,160.0,93.91304347826087,153.04347826086956,109.56521739130434,153.04347826086956,109.56521739130434,153.04347826086956,135.65217391304347,160.0,151.30434782608697,160.0,104.34782608695652,166.95652173913044,125.21739130434783,166.95652173913044,135.65217391304347,153.04347826086956,146.08695652173913,153.04347826086956,172.17391304347825,139.1304347826087,203.47826086956522,160.0,140.8695652173913,160.0,172.17391304347825,139.1304347826087,198.2608695652174,160.0,88.69565217391305,,,153.04347826086956,93.91304347826087,,
2,201.7391304347826,93.91304347826087,208.69565217391303,114.78260869565217,194.7826086956522,109.56521739130434,194.7826086956522,130.43478260869566,180.8695652173913,151.30434782608697,215.65217391304347,114.78260869565217,215.65217391304347,140.8695652173913,215.65217391304347,161.7391304347826,194.7826086956522,151.30434782608697,187.82608695652175,177.3913043478261,187.82608695652175,203.47826086956522,201.7391304347826,156.52173913043478,201.7391304347826,182.6086956521739,201.7391304347826,208.69565217391303,194.7826086956522,93.91304347826087,201.7391304347826,93.91304347826087,,,215.65217391304347,93.91304347826087
3,278.2608695652174,120.0,278.2608695652174,130.43478260869566,264.3478260869565,125.21739130434783,250.43478260869566,146.08695652173913,243.47826086956522,166.95652173913044,299.1304347826087,135.65217391304347,292.17391304347825,161.7391304347826,285.2173913043478,182.6086956521739,257.39130434782606,166.95652173913044,243.47826086956522,193.04347826086956,243.47826086956522,213.91304347826087,278.2608695652174,172.17391304347825,264.3478260869565,198.2608695652174,257.39130434782606,213.91304347826087,271.30434782608694,114.78260869565217,285.2173913043478,120.0,,,299.1304347826087,120.0
4,271.30434782608694,120.0,278.2608695652174,130.43478260869566,264.3478260869565,125.21739130434783,250.43478260869566,146.08695652173913,243.47826086956522,166.95652173913044,299.1304347826087,135.65217391304347,292.17391304347825,161.7391304347826,285.2173913043478,182.6086956521739,250.43478260869566,166.95652173913044,243.47826086956522,193.04347826086956,236.52173913043478,213.91304347826087,278.2608695652174,172.17391304347825,264.3478260869565,198.2608695652174,257.39130434782606,213.91304347826087,271.30434782608694,114.78260869565217,278.2608695652174,114.78260869565217,,,285.2173913043478,120.0
5,271.30434782608694,120.0,278.2608695652174,130.43478260869566,264.3478260869565,125.21739130434783,250.43478260869566,140.8695652173913,236.52173913043478,161.7391304347826,299.1304347826087,135.65217391304347,292.17391304347825,161.7391304347826,285.2173913043478,187.82608695652175,250.43478260869566,166.95652173913044,243.47826086956522,193.04347826086956,236.52173913043478,213.91304347826087,278.2608695652174,172.17391304347825,264.3478260869565,198.2608695652174,257.39130434782606,213.91304347826087,271.30434782608694,114.78260869565217,278.2608695652174,120.0,,,292.17391304347825,120.0
6,264.3478260869565,120.0,278.2608695652174,130.43478260869566,264.3478260869565,125.21739130434783,250.43478260869566,140.8695652173913,243.47826086956522,161.7391304347826,299.1304347826087,140.8695652173913,292.17391304347825,166.95652173913044,285.2173913043478,187.82608695652175,250.43478260869566,161.7391304347826,243.47826086956522,187.82608695652175,236.52173913043478,208.69565217391303,271.30434782608694,172.17391304347825,264.3478260869565,198.2608695652174,257.39130434782606,213.91304347826087,201.7391304347826,83.47826086956522,271.30434782608694,114.78260869565217,,,285.2173913043478,120.0
7,264.3478260869565,114.78260869565217,278.2608695652174,130.43478260869566,264.3478260869565,125.21739130434783,250.43478260869566,140.8695652173913,243.47826086956522,156.52173913043478,292.17391304347825,140.8695652173913,285.2173913043478,166.95652173913044,278.2608695652174,187.82608695652175,250.43478260869566,166.95652173913044,243.47826086956522,187.82608695652175,243.47826086956522,208.69565217391303,271.30434782608694,172.17391304347825,264.3478260869565,193.04347826086956,257.39130434782606,219.1304347826087,201.7391304347826,88.69565217391305,271.30434782608694,114.78260869565217,,,285.2173913043478,120.0
8,257.39130434782606,114.78260869565217,271.30434782608694,130.43478260869566,257.39130434782606,125.21739130434783,250.43478260869566,146.08695652173913,243.47826086956522,156.52173913043478,285.2173913043478,140.8695652173913,278.2608695652174,166.95652173913044,271.30434782608694,187.82608695652175,250.43478260869566,166.95652173913044,243.47826086956522,187.82608695652175,243.47826086956522,208.69565217391303,264.3478260869565,172.17391304347825,264.3478260869565,198.2608695652174,264.3478260869565,219.1304347826087,180.8695652173913,73.04347826086956,264.3478260869565,114.78260869565217,180.8695652173913,83.47826086956522,278.2608695652174,120.0
9,257.39130434782606,114.78260869565217,264.3478260869565,135.65217391304347,257.39130434782606,130.43478260869566,,,,,278.2608695652174,135.65217391304347,271.30434782608694,172.17391304347825,257.39130434782606,187.82608695652175,250.43478260869566,166.95652173913044,236.52173913043478,187.82608695652175,236.52173913043478,208.69565217391303,264.3478260869565,172.17391304347825,257.39130434782606,193.04347826086956,264.3478260869565,219.1304347826087,257.39130434782606,114.78260869565217,257.39130434782606,114.78260869565217,,,271.30434782608694,120.0
10,250.43478260869566,114.78260869565217,257.39130434782606,130.43478260869566,250.43478260869566,130.43478260869566,83.47826086956522,78.26086956521739,69.56521739130434,109.56521739130434,271.30434782608694,135.65217391304347,257.39130434782606,166.95652173913044,243.47826086956522,187.82608695652175,243.47826086956522,166.95652173913044,236.52173913043478,182.6086956521739,236.52173913043478,208.69565217391303,264.3478260869565,166.95652173913044,250.43478260869566,193.04347826086956,257.39130434782606,213.91304347826087,250.43478260869566,109.56521739130434,250.43478260869566,109.56521739130434,,,264.3478260869565,120.0
